EBC_MEAN,EBC_STD,EBC_AUC,CVD_SRF,BWMEAN,BWSD,CENTROID,CENTSD,SVDU,SVDV,SVDU1,SVDV1,SVDU2,SVDV2,STDU,STDV,STDU1,STDV1,STDU2,STDV2,Target
1.98E-12,477.2330843,221.8481329,-0.10020202,69.70187625,0.897376996,-5.061067773,0.794734878,-0.138315346,-0.044657217,0.006116318,-0.003415434,0.010933663,0.001334674,0.022050906,0.004680405,0.141286385,0.04481644,0.140989589,0.044926797,4
-1.05E-13,484.6303803,175.9074731,-0.10020202,69.5392972,0.70044896,-5.094884268,0.835826871,-0.138292076,-0.044664107,0.00857723,-0.003415284,0.005522359,-0.000569558,0.022199272,0.004614055,0.1411558,0.044816451,0.141311336,0.044943041,4
-4.85E-13,482.6682441,144.5679619,-0.10020202,69.72402385,0.889440393,-4.951737725,0.808853959,-0.138385703,-0.044665443,0.009862575,-0.003416582,0.018097437,0.002088015,0.021595951,0.004601082,0.141070139,0.044816352,0.140235275,0.044898033,4
-2.17E-13,385.1409307,65.23144355,-0.10020202,69.71078161,0.874717916,-4.951606269,0.575873468,-0.138202655,-0.044736846,0.000414043,-0.003378049,0.019503884,0.001129509,0.022760202,0.003843624,0.141420738,0.044819279,0.140042817,0.044932434,4
4.89E-12,358.0045835,94.42621427,-0.10020202,69.48645646,0.571467452,-4.957301407,0.597150141,-0.137999252,-0.044765391,0.00585039,-0.002905988,-0.002242981,-0.000261108,0.023986047,0.003494776,0.141297871,0.044852427,0.141403212,0.044945898,4
-2.05E-12,416.2427938,62.81661157,-0.10020202,69.80192503,0.999849266,-4.942828287,0.572182712,-0.138291607,-0.044709119,-0.002476667,-0.003593549,0.01998859,0.001297529,0.022202252,0.004154331,0.141399234,0.044802481,0.139973088,0.044927887,4
-7.44E-13,476.3901052,312.1010833,-0.10020202,69.88625095,0.906013812,-5.093876874,1.780850415,-0.138448515,-0.044657526,0.005954823,-0.002363953,-0.007717218,0.002991294,0.021181334,0.004677449,0.141293421,0.044884323,0.141206421,0.044846807,4
-3.39E-12,439.567663,199.8378491,-0.10020202,69.85557518,0.917903653,-5.244098727,2.126176979,-0.138522094,-0.044704717,-0.005830112,0.001392342,-0.011926496,0.002584384,0.020684827,0.004201533,0.141298726,0.044925043,0.140907466,0.044872146,4
-2.63E-12,573.9754616,-251.4878331,-0.10020202,70.36388518,1.150553724,-5.150771839,2.215790038,-0.138781487,-0.044522517,-0.000954735,0.000925892,-0.014479355,0.002215468,0.018827983,0.005826057,0.141418069,0.044937101,0.140663269,0.044891912,4
-1.58E-12,413.5608883,260.6741033,-0.10020202,69.5509398,0.6351395,-4.983222673,1.015631537,-0.138166086,-0.044715086,0.011229755,-0.003144647,0.00036709,0.000805225,0.022985547,0.004089481,0.140965849,0.044836294,0.14142087,0.044939429,4
-3.04E-13,530.0898526,374.2561356,-0.10020202,69.65523023,1.212273289,-5.048214952,1.283850524,-0.138368722,-0.044585788,0.012172973,-0.001864706,0.000724105,0.001208949,0.021706653,0.005319169,0.140885965,0.044907882,0.141419465,0.044930363,4
-4.02E-13,325.4161367,113.3978667,-0.10020202,69.26269742,0.455577411,-4.974304402,1.024871041,-0.138093625,-0.044797739,0.009077508,-0.001782737,-0.007322384,0.001755629,0.023425493,0.003051295,0.141123885,0.044911217,0.141227867,0.044912287,4
-2.17E-12,273.1038684,-63.38464268,-0.10020202,70.27573025,0.983902087,-5.063287451,0.552942185,-0.138365504,-0.044800348,-0.010358699,-0.002734127,-0.003924143,-0.000530579,0.021727564,0.003012658,0.141033866,0.044863253,0.141365813,0.044943519,5
-2.63E-13,265.170028,73.01742309,-0.10020202,69.91709212,0.959271787,-4.975407393,0.897968512,-0.138185734,-0.04481214,-0.000526485,-0.002330801,0.000233744,3.26E-05,0.022864754,0.002831477,0.141420357,0.04488606,0.141421159,0.044946646,5
1.71E-13,310.1684575,-192.7330652,-0.10020202,70.23220286,0.898476002,-4.96106973,0.866825967,-0.138386685,-0.044777587,0.005097506,-0.002242445,0.010816487,-1.61E-05,0.021589533,0.003334536,0.141327618,0.04489057,0.140998807,0.044946655,5
3.71E-12,284.3575375,-358.2952805,-0.10020202,70.78947165,1.237440791,-4.97183273,0.519916819,-0.138620511,-0.044783597,-0.016292907,-0.003076357,-0.006725084,0.00039274,0.020001029,0.003252664,0.140460785,0.044841041,0.141258163,0.044944938,5
-3.76E-12,191.3906205,-534.8090529,-0.10020202,71.30510768,0.906152442,-5.114389045,0.248527351,-0.13887434,-0.04484591,-0.014885041,-0.002111246,-0.007940698,1.16E-06,0.018116182,0.002232352,0.140620071,0.044896945,0.141193783,0.044946657,5
-9.22E-12,229.6238095,-458.9833365,-0.10020202,70.94393503,0.921252111,-5.116166321,0.284098983,-0.138632518,-0.044819504,-0.018108741,-0.002505332,0.003270173,0.000209867,0.019915959,0.002712178,0.140233787,0.044876638,0.141382786,0.044946167,5
2.77E-12,209.5715611,-338.1560805,-0.10020202,71.04085535,1.005515044,-5.052448711,0.354293465,-0.138669336,-0.044831323,-0.017138828,-0.002380492,-0.002830519,0.000124885,0.019652774,0.002508832,0.140358063,0.044883447,0.141392461,0.044946484,5
3.72E-13,218.2488335,-223.662005,-0.10020202,70.38384803,0.845589711,-4.969809059,0.238726702,-0.138198933,-0.044835496,-0.018891347,-0.002119577,-0.00890888,0.00062734,0.022783237,0.002432952,0.140128439,0.044896551,0.141134845,0.04494227,5
-1.17E-12,199.1784037,-540.6927381,-0.10020202,71.08751317,0.912498107,-4.987050528,0.224535525,-0.13867194,-0.044841971,-0.016621399,-0.00209818,-0.006849668,0.00041533,0.019634022,0.002310279,0.140421521,0.044897559,0.141252057,0.044944735,5
-5.10E-12,154.0648663,-314.4139688,-0.10020202,71.38203021,0.855450567,-5.048301927,0.264510598,-0.139042245,-0.044866092,-0.015658812,-0.00093346,-0.000653627,0.001108258,0.016751098,0.001780218,0.140534329,0.044936944,0.141419816,0.044932965,5
-2.79E-12,161.0713758,-277.6684907,-0.10020202,70.16889996,0.99034351,-5.302646645,0.821137744,-0.138289406,-0.044862512,-0.020619025,-0.001512662,-0.000734213,-0.000379495,0.022216234,0.001868438,0.13987978,0.044921145,0.141419412,0.044945052,5
-2.29E-12,239.7017596,-397.4127611,-0.10020202,70.14065016,0.903710598,-4.932530574,0.457027905,-0.138134977,-0.044816822,-0.01833383,-0.001759704,0.010565775,0.001542734,0.023175479,0.002756231,0.140203952,0.044912128,0.141018196,0.04492012,5
2.14E-12,283.775955,-134.043973,-0.10020202,70.69739949,1.296195939,-4.983112737,0.603404794,-0.138520695,-0.044784428,0.016802581,0.002864529,0.000354339,0.000436588,0.020694379,0.003241174,0.140399525,0.044855099,0.141420903,0.044944533,5
-1.42E-12,249.7674467,-489.1298696,-0.10020202,70.82719452,1.080275948,-4.917096304,0.597301171,-0.138564969,-0.044808933,-0.01649571,-0.002722496,0.004833274,0.000111315,0.020389813,0.002881888,0.140436638,0.044863962,0.141337087,0.044946519,5
-1.15E-12,265.8956744,-274.0762096,-0.10020202,71.00532945,1.386152019,-4.963174837,0.612647435,-0.138764213,-0.044798467,0.015912513,0.002762072,-0.000234746,-5.94E-05,0.018957401,0.003040568,0.140505259,0.044861538,0.141421158,0.044946618,5
6.42E-14,252.3425121,-389.4576681,-0.10020202,70.71923108,1.384330517,-5.022073199,0.384437648,-0.138602073,-0.044804785,-0.017667857,-0.0025976,-0.004573457,-0.000425342,0.020130941,0.002945809,0.140291139,0.044871381,0.141345906,0.044944641,5
-1.04E-12,234.5094133,-214.1907671,-0.10020202,71.71829114,1.293619298,-5.087755131,0.28921404,-0.139246529,-0.044816768,-0.013446008,-0.002590084,0.000854928,0.000158055,0.014920199,0.002757117,0.140767855,0.044871817,0.14141872,0.044946379,5
-1.83E-12,230.7100456,-172.2926975,-0.10020202,71.23509773,1.251989767,-5.011058003,0.366642563,-0.138917934,-0.044814588,-0.016208479,-0.002613428,-0.000172714,3.74E-05,0.017771997,0.0027924,0.140470748,0.04487046,0.141421249,0.044946642,5
-1.24E-13,229.2999923,-22.29522585,-0.10020202,70.04619393,0.704070692,-4.978312802,0.490324371,-0.138210614,-0.044830808,-0.007618729,-0.000686618,0.011807528,0.002087883,0.022710847,0.002518024,0.141211877,0.044941402,0.140917685,0.04489804,5
-1.76E-12,185.2682137,-57.81143531,-0.10020202,70.26048195,0.896883744,-5.013442346,0.403236972,-0.138316103,-0.0448512,-0.018293467,-0.001942062,-0.001669738,-0.000352832,0.022046062,0.002123193,0.140209329,0.044904597,0.141411302,0.04494527,5
8.11E-13,213.66491,-130.9743918,-0.10020202,70.48996919,1.027498669,-5.020031381,0.416770693,-0.138493826,-0.044835974,-0.017123051,-0.00223365,0.001544918,-4.45E-05,0.020877004,0.002424112,0.140360027,0.04489101,0.141412749,0.044946635,5
1.57E-12,180.7924036,-83.50318801,-0.10020202,69.87668085,0.765781606,-4.904033705,0.440921613,-0.138013784,-0.044858176,-0.003709492,0.000120774,0.017604362,0.001803036,0.023900615,0.001969999,0.141371724,0.044946495,0.140299281,0.044910405,5
2.30E-12,279.1017102,-66.04805834,-0.10020202,70.34888646,1.2677813,-4.996437764,0.359040226,-0.138332684,-0.044793336,-0.019463552,-0.002814873,0.001459519,-0.000318362,0.021939691,0.003115395,0.14004854,0.044858249,0.141413674,0.044945528,5
7.65E-13,315.3108629,-388.5432818,-0.10020202,70.68499615,1.280887137,-5.02265065,0.489093568,-0.13862332,-0.044762129,-0.017777169,-0.002821429,-0.005321236,0.000953762,0.019981156,0.00353639,0.140277053,0.044857836,0.141319207,0.044936517,5
-9.17E-15,137.9563518,-166.0024381,-0.10020202,70.24117041,0.878016496,-4.97699034,0.409948247,-0.13823085,-0.044871249,-0.019453755,-0.001313079,-0.006618827,-0.00070587,0.022584878,0.001644846,0.140049928,0.044927434,0.141263282,0.044941103,5
-5.54E-12,152.3588121,-157.0052521,-0.10020202,70.41566243,0.776290173,-4.992682557,0.458120389,-0.13851186,-0.044869058,-0.017979896,-0.001228043,0.008097312,0.00020208,0.02075461,0.00170367,0.140250696,0.044929844,0.14118471,0.044946202,5
-4.81E-13,147.3180424,-264.9247518,-0.10020202,70.13692367,0.673353908,-5.057173565,0.458096252,-0.138280229,-0.044872426,-0.011604926,-0.000525813,0.011671045,0.001059569,0.02227442,0.001612352,0.140934851,0.044943576,0.140929282,0.044934141,5
1.11E-12,232.4579568,-39.38521861,-0.10020202,70.83610222,1.225247315,-5.007648079,0.474500999,-0.138701708,-0.044822008,-0.016957786,-0.002358498,0.002427712,-2.87E-05,0.019418367,0.002670401,0.140380491,0.044884611,0.1414001,0.044946648,5
7.06E-14,252.2865688,53.47145782,-0.10020202,70.42033094,1.215709164,-4.97867777,0.421924967,-0.138438704,-0.044813608,-0.019084084,-0.002358963,-0.003987828,0.000722813,0.02124664,0.002808109,0.140101798,0.044884586,0.141363995,0.044940833,5
5.77E-13,256.4429462,53.36733,-0.10020202,69.97007701,0.805049398,-5.061513142,0.488268058,-0.13810705,-0.044819571,-0.010569859,-0.002381031,0.004954301,-0.00026385,0.023344624,0.002711072,0.141017884,0.044883419,0.141332813,0.044945881,5
-5.13E-14,286.9223512,-335.2550577,-0.10020202,69.61812972,0.854148958,-5.038967859,0.890125999,-0.137988753,-0.044794263,0.002914321,-0.000469703,0.012419818,0.002709126,0.024047579,0.003102004,0.141390724,0.044944198,0.140863988,0.044864773,5
-1.79E-12,224.6349858,-267.6413426,-0.10020202,70.15448161,1.196370352,-5.159963187,0.478246099,-0.138225948,-0.044825392,-0.021243159,-0.002239993,0.002193758,0.000715478,0.02261546,0.002612863,0.139784487,0.044890693,0.141404,0.044940951,5
2.52E-12,254.0801953,-400.7908004,-0.10020202,69.80959379,0.784936254,-5.047448404,0.864423151,-0.138057312,-0.044815309,0.00431528,-0.000635306,0.020086256,0.002285274,0.023642803,0.00278077,0.141354186,0.044942158,0.139958827,0.044888406,5
-1.08E-12,250.386651,-76.47918328,-0.10020202,69.73217932,0.750233389,-4.986828808,0.628404033,-0.137933434,-0.044821065,-0.002957921,-0.000111671,0.015820068,0.002431841,0.024369142,0.002686203,0.141389801,0.044946518,0.140515906,0.044880689,5
-9.43E-13,258.3899128,-265.1187678,-0.10020202,70.00454677,1.060220437,-5.017159859,0.628693673,-0.138107479,-0.044809853,-0.018620929,-0.002386408,0.006672944,0.001091727,0.02334204,0.002867521,0.140165353,0.044883132,0.141260685,0.04493337,5
-2.00E-13,207.0762017,-104.198117,-0.10020202,70.2576457,1.052998756,-4.968192808,0.573552865,-0.138392681,-0.044839774,-0.01986953,-0.001997895,0.003203602,-5.49E-05,0.021550292,0.002352634,0.139990378,0.044902142,0.14138434,0.044946624,5
2.21E-13,195.0459452,-89.78555505,-0.10020202,70.18415575,0.850504807,-4.966895413,0.496193827,-0.138249117,-0.04484531,-0.01164567,-0.000983925,0.016838638,0.001315247,0.022470544,0.002244403,0.140931423,0.044935865,0.140395119,0.044927371,5
2.97E-12,202.3488844,-342.5464784,-0.10020202,71.00004092,1.206859496,-5.046919208,0.52673597,-0.138703982,-0.044837145,0.016424214,0.002167263,0.004980814,0.000261941,0.019401791,0.002402304,0.140445185,0.04489427,0.141331862,0.044945893,5
-4.43E-13,208.7872012,30.47710793,-0.10020202,70.34167872,0.964841411,-4.991323322,0.55537327,-0.138301391,-0.044832658,-0.013806865,-0.001612176,0.011858266,0.001588558,0.022140006,0.002484804,0.140732221,0.044917676,0.140913339,0.04491852,5
-3.88E-12,343.5022576,-146.5654667,-0.10020202,70.8317114,1.246317795,-5.091630938,0.453357546,-0.138671366,-0.044740233,-0.016817829,-0.003263061,-0.002139561,0.000999692,0.019638158,0.003803912,0.140397663,0.044827814,0.141404847,0.044935516,5
-3.19E-12,214.8299284,-243.3030971,-0.10020202,70.49369367,0.837003225,-5.054902632,0.354891671,-0.138455877,-0.044833787,-0.016797199,-0.002184609,-0.009173867,0.000224281,0.021132193,0.002464308,0.140400182,0.044893428,0.141117529,0.044946097,5
5.31E-12,204.9396257,-450.4266238,-0.10020202,70.90468744,0.938558085,-5.009578987,0.305447968,-0.138881611,-0.044836892,-0.017405948,-0.001710037,0.000470484,-0.001308382,0.018059236,0.002407042,0.14032453,0.04491405,0.141420558,0.044927572,5
1.90E-12,280.3710578,-51.02610871,-0.10020202,70.14026397,1.221621357,-5.042702182,0.588309802,-0.138204372,-0.044786599,-0.020449423,-0.002841401,-0.003464825,-0.000528506,0.022749565,0.003210972,0.139905173,0.044856573,0.141378057,0.044943544,5
1.11E-12,309.7118609,-15.8917643,-0.10020202,69.97147686,1.033425871,-5.009638434,0.586553051,-0.138148481,-0.044772518,-0.003953138,-0.000274375,0.018870223,0.003076218,0.023093229,0.003402059,0.141364989,0.044945818,0.140131342,0.04484105,5
-1.15E-12,308.7532033,155.0331257,-0.10020202,69.99321472,0.87306033,-4.963134328,0.470915499,-0.138190943,-0.044772265,-0.019957551,-0.003014252,-0.002125535,0.00029593,0.022832623,0.003405399,0.139977606,0.044845267,0.141405063,0.044945681,5
5.17E-13,190.3883846,-183.5472999,-0.10020202,71.02718048,1.391669161,-4.929998579,0.554410858,-0.138905378,-0.044845471,0.016279195,0.002085455,-0.005488989,0.000192497,0.017871815,0.002241181,0.140462406,0.044898153,0.141312662,0.044946244,5
-4.46E-13,187.6883221,-325.511877,-0.10020202,71.14857184,1.16003098,-5.082602114,0.30934071,-0.139010967,-0.044850289,0.015956416,0.001636746,-0.00462702,0.000657591,0.017013819,0.002142399,0.14050018,0.044916786,0.141344128,0.044941837,5
5.36E-13,221.4236955,-194.281519,-0.10020202,71.02706451,1.274819502,-4.992729785,0.291161815,-0.138905488,-0.044831337,0.016784068,0.001895315,-0.004282289,0.001031832,0.01787095,0.002508573,0.140401784,0.044906598,0.141355209,0.044934788,5
2.79E-12,213.6496245,-294.9302846,-0.10020202,70.89872469,1.141222188,-4.992810739,0.266402475,-0.138571746,-0.044830453,-0.0181379,-0.002204017,0.000743523,0.000360651,0.020342778,0.002524351,0.140229943,0.044892477,0.141419363,0.044945208,5
9.22E-13,283.5312339,-484.5047814,-0.10020202,70.52986812,1.217589466,-5.10601813,0.311198779,-0.138387216,-0.044784004,-0.019781075,-0.002914934,-0.002351196,0.000199958,0.021586062,0.003247047,0.140003154,0.044851845,0.141401419,0.044946212,5
4.93E-12,245.5460314,-278.2092851,-0.10020202,70.33892516,0.910504068,-5.109281383,0.350480875,-0.138324792,-0.044823323,-0.019989504,-0.001898236,0.004166206,-0.000584368,0.021990383,0.002648184,0.139972955,0.044906474,0.141358748,0.044942851,5
-2.02E-12,243.7718331,-466.1395693,-0.10020202,70.85548653,1.41012054,-4.961013587,0.380801849,-0.138693031,-0.04480607,-0.018101222,-0.002684681,0.001480547,-0.000448656,0.01948148,0.002926162,0.140234777,0.044866245,0.141413451,0.044944414,5
1.74E-12,219.312377,-385.4624653,-0.10020202,70.9773751,1.268641098,-4.954935448,0.317109545,-0.138880703,-0.044830757,-0.017085547,-0.001763614,0.000813017,0.00027027,0.018066359,0.002518934,0.140364688,0.044911974,0.141418973,0.044945843,5
5.65E-13,203.8811374,-455.9593032,-0.10020202,70.90257202,0.950820606,-4.956994354,0.332943929,-0.138744986,-0.044840855,-0.01766264,-0.002015087,0.000451046,0.000235812,0.019100401,0.002331889,0.140291809,0.044901372,0.141420623,0.044946038,5
-7.88E-13,240.6245679,-442.4276493,-0.10020202,69.92587829,1.03838452,-5.000728019,0.544570759,-0.138044566,-0.044817479,-0.01703519,-0.002224571,0.009081041,0.001237902,0.023718597,0.002745498,0.140370931,0.044891461,0.141123653,0.044929573,5
3.63E-12,250.8718994,-31.08333135,-0.10020202,69.86263106,1.159438513,-4.913716772,0.627355341,-0.13801316,-0.044809694,-0.021121837,-0.002448287,-0.00451185,0.001021579,0.023904289,0.002870018,0.139803238,0.044879793,0.141347926,0.044935023,5
3.37E-12,278.8004214,-93.2601269,-0.10020202,70.58839597,1.611390106,-4.99068502,0.795041467,-0.138453684,-0.044785497,-0.019277806,-0.002804572,-0.002043985,0.0007834,0.021146843,0.003226337,0.140074743,0.044858896,0.141406289,0.044939816,5
-1.38E-12,201.3071826,-68.66785072,-0.10020202,70.97877773,1.318852546,-4.938350515,0.346532213,-0.138791405,-0.044839639,-0.016783175,-0.001870802,0.000125709,0.000315921,0.018753261,0.002355205,0.140401893,0.044907628,0.141421299,0.044945545,5
-7.94E-13,197.31888,-294.4271482,-0.10020202,71.2766015,1.252379975,-5.041984512,0.394478313,-0.13899416,-0.04484099,-0.016279112,-0.001900412,-0.00231263,0.000649988,0.017153311,0.002329287,0.140462416,0.044906382,0.141402068,0.044941948,5
3.14E-12,216.6356838,-265.7003324,-0.10020202,71.09392315,1.303348297,-4.997717845,0.358986993,-0.138797284,-0.044829407,-0.016105979,-0.002292267,-0.000253649,-0.000186158,0.018708828,0.002542905,0.140482773,0.044888049,0.141421124,0.044946271,5
4.54E-12,321.7717369,-589.4902013,-0.10020202,73.7586269,1.516533664,-5.046905324,0.642091147,-0.139882937,-0.044745944,-0.002962202,-0.003037493,-0.005027511,0.002133591,0.00643577,0.003735992,0.141389709,0.044843695,0.141330176,0.044895886,6
-1.43E-12,540.2280612,-123.9565197,-0.10020202,72.84530575,2.144216063,-4.545374282,1.358112856,-0.139749589,-0.044499413,-0.006496688,-0.005667496,-0.004716406,0.001517455,0.008913663,0.006000322,0.141269066,0.04458718,0.141341114,0.044920983,6
9.27E-13,213.011578,-420.0414859,-0.10020202,73.74257373,1.467875861,-5.067021615,0.382337214,-0.139821989,-0.044828554,-0.004172586,-0.002450582,-0.004327413,0.000529284,0.007668615,0.002557919,0.141358556,0.044879667,0.141353808,0.044943535,6
-3.17E-13,540.6659905,-418.3358004,-0.10020202,72.88363814,1.844298103,-4.857625913,1.712585738,-0.139826149,-0.044495833,0.005079434,0.005416959,-0.002491085,0.001176759,0.007590849,0.006026863,0.141328282,0.044618374,0.141398976,0.044931219,6
4.18E-12,578.851121,-169.2217739,-0.10020202,71.95486052,1.841009246,-4.292528645,1.780711339,-0.139541289,-0.044480273,-0.009844622,-0.004871678,-0.004782501,0.002173447,0.011781057,0.006140874,0.141071418,0.044681325,0.141338849,0.044893971,6
1.86E-13,566.6439941,136.7426444,-0.10020202,71.80918506,1.875711519,-4.329750506,1.63429424,-0.139463959,-0.044490967,-0.010579628,-0.004348238,-0.005420514,0.003343036,0.012680705,0.006062757,0.141017137,0.044735407,0.141315358,0.044821909,6
-7.22E-13,457.4530406,-171.5130511,-0.10020202,70.64955885,1.193477337,-4.274895787,1.66729171,-0.138832684,-0.044664433,-0.003348184,0.003674646,-0.015303656,-0.001288918,0.018438971,0.004610893,0.141380923,0.04479589,0.14057423,0.044928135,6
-3.16E-12,589.8518836,-355.6078781,-0.10020202,72.70338297,1.710552512,-4.315068404,1.657228787,-0.139668761,-0.044431137,-0.005206272,-0.005907723,0.005667825,-0.002035248,0.010123731,0.006487523,0.141323574,0.044555924,0.141305461,0.044900461,6
5.38E-12,609.1767944,-144.4754199,-0.10020202,72.52116125,1.900097462,-4.153949832,1.854378743,-0.139626698,-0.044407457,-0.006341691,-0.005972131,0.006316637,-0.001899763,0.010699195,0.006647999,0.141276249,0.044547319,0.141277394,0.04490641,6
1.79E-12,539.8369067,-39.77366029,-0.10020202,71.94435786,1.814861699,-4.424455045,1.584442596,-0.13944951,-0.044515948,0.01113383,0.004826262,-0.004907464,0.00307369,0.012841761,0.005876137,0.14097361,0.044686264,0.14133448,0.044841224,6
-1.53E-12,505.3600924,54.14713392,-0.10020202,71.51998711,1.831669848,-4.496808147,1.427709088,-0.13932211,-0.044572806,0.013305552,0.004150588,-0.002777372,0.003217158,0.014182269,0.005427093,0.140781467,0.044754216,0.141393536,0.044831139,6
2.72E-12,488.4016072,-71.85820967,-0.10020202,71.46791722,1.653111994,-4.381333505,1.47499281,-0.139224297,-0.044596988,-0.013002515,-0.003946264,-0.006020542,0.002770082,0.015130331,0.00522424,0.140810345,0.044772732,0.14129058,0.044861043,6
-3.88E-12,525.3328396,25.82622088,-0.10020202,71.73276357,2.199871815,-4.643433032,1.367342727,-0.139311827,-0.044530038,-0.013293029,-0.00439673,0.003011158,-0.003402539,0.014284932,0.005768174,0.140782674,0.044730658,0.141388654,0.044817423,6
-2.18E-12,514.7918618,16.23482833,-0.10020202,72.02707151,1.787241589,-4.56389551,1.601975969,-0.139502709,-0.044545168,-0.006820914,-0.005269579,0.007851791,-0.001134057,0.012238227,0.005649899,0.141253477,0.044636056,0.141198854,0.04493232,6
-3.02E-13,508.5626131,33.58018295,-0.10020202,71.54671792,2.045027859,-4.492923155,1.555522764,-0.139344286,-0.04456204,-0.012947908,-0.004560161,-0.003406768,0.002497827,0.013958275,0.005514972,0.140815478,0.044714259,0.141379496,0.044877057,6
-3.70E-13,457.7576499,-83.96021458,-0.10020202,70.81877272,1.299563501,-4.220194,2.055540985,-0.139150939,-0.044665285,0.010280071,-0.001880483,-0.005804551,-0.002614573,0.015803684,0.004602613,0.141039734,0.044907223,0.141299799,0.044870394,6
2.33E-12,534.4467993,86.60996074,-0.10020202,71.89337679,1.956263656,-4.032773303,2.013225843,-0.139442758,-0.044532992,-0.011353433,-0.002589744,-0.000916618,0.004217213,0.012916326,0.005745279,0.140955743,0.044871836,0.141418326,0.044747974,6
1.11E-12,594.8711163,-122.9942657,-0.10020202,72.53271628,1.880081615,-3.938641682,2.1011977,-0.139722277,-0.044438777,0.007017149,0.005246579,-0.002886718,0.002603082,0.00934019,0.006434874,0.141243672,0.04463877,0.141391302,0.044871063,6
-6.85E-13,441.9725782,-392.9044631,-0.10020202,72.39390249,1.667466537,-4.659420692,1.295648335,-0.13966136,-0.044627219,-0.002871747,-0.004696194,-0.007188007,0.000517592,0.010227347,0.004958824,0.141391613,0.044700148,0.141234908,0.044943671,6
-2.12E-12,415.5159871,-43.79312004,-0.10020202,71.60528492,1.618913557,-4.813673765,0.904808664,-0.139473303,-0.044671243,0.011675688,0.003990148,-0.002908913,0.001509196,0.012575435,0.00454431,0.140928889,0.044768835,0.141390838,0.044921262,6
2.62E-12,489.144805,18.21196985,-0.10020202,71.88236504,1.983279615,-4.541692911,1.402570154,-0.139408177,-0.044573234,-0.011246601,-0.00471516,0.005679543,-0.002318056,0.013291628,0.005423574,0.140964479,0.044698147,0.141304981,0.044886722,6
5.39E-13,514.7383481,-115.3309292,-0.10020202,72.58754932,2.239673085,-4.568628558,1.088310298,-0.139664742,-0.044519388,0.008667217,0.005411478,-0.004073425,0.001905033,0.010180131,0.005849969,0.141150193,0.04461904,0.141361506,0.044906186,6
3.70E-12,367.512221,-240.605998,-0.10020202,72.38262247,1.621573108,-4.822605219,0.698405049,-0.139776872,-0.044709352,0.007721365,0.003454271,0.003062237,-0.001767305,0.008466087,0.004151822,0.14120619,0.044813457,0.141387535,0.044911829,6
3.49E-12,497.2066365,-179.3316406,-0.10020202,71.93400325,1.905432858,-4.616004285,1.515543168,-0.139601338,-0.044573439,0.010257394,0.004206189,-0.002100975,0.002954264,0.01103158,0.005421888,0.141041418,0.044749014,0.141405437,0.044849267,6
2.95E-12,542.1114339,-247.2594383,-0.10020202,72.91201457,1.894075933,-4.40351666,1.600650116,-0.139845699,-0.044500008,0.005846198,0.005577677,-0.002779104,0.001752647,0.007214151,0.005995895,0.141298048,0.044598528,0.141393501,0.044912404,6
-4.75E-12,511.3394347,-179.016409,-0.10020202,72.97241809,1.728662265,-4.440761806,1.522092356,-0.139904025,-0.044544758,-0.004705722,-0.005427502,-0.002089839,0.001193287,0.005949883,0.005653137,0.141341478,0.04461709,0.141405605,0.044930782,6
5.71E-13,480.4526046,-499.4492542,-0.10020202,73.0204495,1.431156665,-4.647720994,1.357786772,-0.139859652,-0.044579688,-0.003010016,-0.005138084,0.004191524,-0.001162775,0.006932766,0.005370158,0.141388679,0.044651414,0.141357984,0.044931584,6
3.00E-13,488.7327003,-57.15107482,-0.10020202,72.17524025,1.77582418,-4.27688516,1.786334857,-0.139611958,-0.04458401,-0.009474235,-0.004504518,-0.003872684,0.002375184,0.010893628,0.00533408,0.141097284,0.04471991,0.141367261,0.044883729,6
4.13E-12,518.5451387,-43.12625116,-0.10020202,72.23565195,1.841512558,-4.403738302,1.614600948,-0.139606384,-0.044541835,0.009508065,0.005143562,0.003959567,-0.001954815,0.010966249,0.005676171,0.141094963,0.044650782,0.141364806,0.044904042,6
3.68E-12,503.5630562,-176.5954509,-0.10020202,72.40074935,1.863981863,-4.361739475,1.62400935,-0.139661077,-0.044556785,0.00816339,0.005223854,-0.004879933,0.001520061,0.010231288,0.005557356,0.141180828,0.044641441,0.141335452,0.044920895,6
3.91E-12,504.4944702,39.93473386,-0.10020202,71.54757925,1.864226667,-4.69220807,1.126365807,-0.139256718,-0.044564873,0.011424653,0.005145853,0.008223328,-0.001586282,0.014822883,0.005491985,0.140949874,0.044650518,0.14117728,0.0449186,6
-2.23E-12,456.252409,16.46545555,-0.10020202,72.08713561,1.767825267,-4.546472155,1.426257687,-0.139678044,-0.044618736,0.00966668,0.004030632,-0.000570477,0.002775723,0.009992237,0.005034734,0.141083969,0.044765201,0.141420183,0.044860693,6
8.96E-13,526.1695843,-119.264193,-0.10020202,72.63882714,1.96707305,-4.456751593,1.674099122,-0.139734702,-0.044515656,0.007779804,0.004881651,-0.00282728,0.002858874,0.009148624,0.005878358,0.141202918,0.044680235,0.141392527,0.044855461,6
2.50E-12,473.2039579,-57.49038334,-0.10020202,72.05726348,2.10569696,-4.466824822,1.123169104,-0.139474602,-0.044585972,0.009724184,0.005121271,-0.006924318,0.000988467,0.012560736,0.005317623,0.141079938,0.044653349,0.141248345,0.044935765,6
