EBC_MEAN,EBC_STD,EBC_AUC,CVD_SRF,BWMEAN,BWSD,CENTROID,CENTSD,SVDU,SVDV,SVDU1,SVDV1,SVDU2,SVDV2,STDU,STDV,STDU1,STDV1,STDU2,STDV2,Target
2.09E-12,225.5715614,101.5982314,-0.050050251,69.93520197,0.705780868,-5.790303196,3.717615222,-0.139154584,-0.031660509,-0.001572916,-0.000236096,0.010427994,-0.00074838,0.015770912,0.001276669,0.141412434,0.031701251,0.141028657,0.031693288,1
-3.94E-13,348.0743271,-109.739491,-0.050050251,69.8147255,0.727953992,-4.732127137,3.633059487,-0.1390942,-0.031620709,-0.00141377,6.66E-05,-0.010334476,0.001427725,0.016305205,0.002037395,0.141414148,0.031702061,0.141035678,0.031669933,1
-3.94E-13,307.4953648,-91.87864275,-0.050050251,69.49216941,0.515806363,-4.721848023,3.034739684,-0.138818717,-0.03162913,-0.000897735,-0.0004655,-0.009106676,0.001266441,0.018545918,0.00190206,0.14141845,0.03169871,0.141121968,0.0316768,1
8.30E-12,315.1732255,412.8856422,-0.050050251,69.61421716,0.583764595,-4.142047524,3.238557535,-0.138920916,-0.031627577,-0.000591399,-0.001111524,-0.009175676,0.001057645,0.017748202,0.00192774,0.141420095,0.03168262,0.141117409,0.031684466,1
5.66E-13,292.8224357,326.4909415,-0.050050251,69.76159593,0.678511114,-4.169067324,3.843937607,-0.13907443,-0.03163822,-0.001868066,-0.000397603,0.008857164,-0.00121358,0.016476318,0.001744173,0.141408771,0.031699635,0.141138165,0.031678871,1
-2.29E-12,366.7363716,34.96773986,-0.050050251,69.83488335,0.737203392,-4.684170492,3.900321428,-0.139107962,-0.031611796,-0.002256672,0.000469899,0.010188932,-0.001524506,0.016185009,0.002171445,0.14140299,0.031698645,0.141046479,0.031665418,1
-4.50E-12,300.1107301,139.4074783,-0.050050251,69.91061536,0.734950786,-4.868759059,3.967348186,-0.13915796,-0.031638637,-0.001876153,0.000539909,0.010331827,-0.001142968,0.015740498,0.00173659,0.141408662,0.031697529,0.141035876,0.0316815,1
4.49E-12,241.4814016,71.14644254,-0.050050251,69.9735114,0.763236046,-5.101063567,4.246219722,-0.139214219,-0.031656581,-0.001552303,0.000568924,0.010675176,-0.000733144,0.015224631,0.001370693,0.141412666,0.031697021,0.141009792,0.031693644,1
-2.52E-12,283.9326483,409.6564176,-0.050050251,70.33755729,0.972700869,-5.668799831,4.720545239,-0.139415044,-0.031645894,0.000959042,1.10E-05,0.008791419,-0.001275063,0.013217954,0.001598759,0.141418039,0.031702129,0.141142358,0.031676453,1
4.77E-12,281.2122561,379.7027744,-0.050050251,70.18599092,0.901159262,-5.646107841,4.613757016,-0.139353254,-0.031645819,0.000282246,0.000124754,0.009007022,-0.001243018,0.01386665,0.001600252,0.141421069,0.031701886,0.141128491,0.031677728,1
-7.69E-12,217.6939125,452.6254095,-0.050050251,70.29525419,0.834982692,-5.773528571,4.760269565,-0.139393289,-0.03166268,0.001232694,7.23E-05,0.008588488,-0.000821399,0.013449955,0.001221581,0.141415876,0.031702049,0.141155101,0.031691478,1
6.48E-12,254.5964783,-20.28172744,-0.050050251,69.90583989,0.865004144,-5.438997281,4.208498887,-0.139195348,-0.031652728,0.00069666,-0.000425339,0.011433774,-0.000998819,0.015399621,0.001457052,0.141419606,0.031699275,0.140949119,0.031686377,1
-4.29E-12,270.8402703,334.2821028,-0.050050251,70.01381711,0.870350239,-5.406965605,4.370151884,-0.13925339,-0.031648834,-0.001038695,0.000319001,0.010109348,-0.001099692,0.014854734,0.001539407,0.141417465,0.031700525,0.14105232,0.031683033,1
-1.49E-12,276.8157251,-122.0711838,-0.050050251,69.98826646,0.928134488,-5.472237863,4.451192896,-0.13923261,-0.031646655,-9.57E-05,-0.000386072,-0.010915966,0.001113529,0.015052103,0.001583603,0.141421323,0.031699778,0.140990987,0.031682549,1
-6.29E-13,255.1190036,518.7988354,-0.050050251,70.10155918,0.915996811,-5.52073446,4.497510428,-0.139315408,-0.031652277,-0.000664598,0.000375204,0.009044756,-0.000885647,0.014249262,0.001466819,0.141419763,0.031699909,0.14112603,0.031689745,1
-8.89E-12,236.7689578,296.2058841,-0.050050251,70.17782138,0.871951642,-5.593828669,4.520410979,-0.139345707,-0.031657446,0.000879395,0.000228682,0.00883697,-0.000877672,0.013943795,0.001350564,0.141418567,0.031701306,0.141139456,0.031689968,1
1.85E-11,241.7381311,314.9672335,-0.050050251,69.96510173,0.874019158,-5.493005402,4.334921522,-0.139246902,-0.031655677,-0.000614408,0.000284247,0.009700256,-0.000936708,0.014916645,0.001391449,0.141419995,0.031700856,0.141081619,0.031688276,1
-2.15E-13,313.3961446,276.4731561,-0.050050251,70.07817689,0.909395477,-5.501144811,4.521006817,-0.139292763,-0.031634991,-0.001044376,0.000803662,0.010511426,-0.001098499,0.014473314,0.001801847,0.141417423,0.031691933,0.141022339,0.031683075,1
-9.52E-12,300.9795891,342.7591354,-0.050050251,70.22094503,0.998518007,-5.757643614,4.868956894,-0.139375882,-0.031638398,-0.000583541,0.000768937,0.009300717,-0.001103846,0.013632707,0.001740949,0.141420128,0.031692795,0.141109059,0.031682889,1
2.48E-12,293.3354353,180.1340304,-0.050050251,70.15172062,0.986796071,-5.77952106,4.650878621,-0.139339829,-0.031641286,0.000253286,-0.00079026,0.009808593,-0.001100132,0.014003586,0.001687588,0.141421125,0.03169227,0.141073978,0.031683018,1
1.59E-12,448.8315456,-469.5017601,-0.050050251,71.08125116,1.460654121,-5.189467097,0.696124953,-0.138877198,-0.031486827,-0.015677762,-0.003206466,0.006194177,-0.000832237,0.018093819,0.003550838,0.140532174,0.031539394,0.141282925,0.031691195,2
2.14E-12,477.9377656,-21.87994564,-0.10020202,70.3202036,1.203451411,-5.474017318,0.938179249,-0.138493116,-0.044626626,0.002214636,-0.00347844,0.018464229,0.003164595,0.020881807,0.004964169,0.141403668,0.044811584,0.140186496,0.044834887,2
2.31E-13,424.7776494,42.01705133,-0.10020202,70.24330442,1.076360819,-5.493831856,0.904221192,-0.138466375,-0.044684785,-0.000508358,-0.003459988,0.017702804,0.00225916,0.021061914,0.004408875,0.141420424,0.044813015,0.140286646,0.044889731,2
-1.23E-12,523.5676865,183.6460429,-0.10020202,70.11678502,1.163028938,-5.530742723,0.960328479,-0.138450843,-0.044575566,0.001212574,-0.00276288,-0.019894391,-0.003215421,0.021165803,0.005404332,0.141416054,0.044861488,0.139986776,0.044831264,2
-1.98E-12,553.7494868,116.4242304,-0.10020202,70.16212006,1.197330609,-5.457500093,0.981366235,-0.138469507,-0.044533737,-0.000584364,-0.003344096,-0.019520706,-0.003804346,0.021040903,0.005739486,0.141420125,0.04482183,0.140040426,0.044785039,2
2.73E-12,460.2697284,-158.6878704,-0.10020202,71.12051907,1.647528129,-5.507129739,0.926335075,-0.138940372,-0.044594739,-0.013474088,-0.005067169,0.009667702,-0.000340606,0.017592171,0.005243445,0.140765116,0.044659534,0.141083898,0.044945364,2
-3.25E-12,451.1052972,-51.45327075,-0.10020202,70.31165761,1.402765202,-5.616970329,1.198213385,-0.138395988,-0.044655388,-0.013822715,0.000784485,-0.015018027,-0.004398139,0.02152862,0.004697861,0.140730634,0.044939797,0.140605647,0.044730519,2
-2.13E-12,548.9047843,119.4002027,-0.10020202,70.55826268,1.156491632,-5.641555817,1.155226185,-0.138682085,-0.044539166,-0.001056802,-0.003835848,-0.018179969,-0.003140524,0.019560798,0.005697117,0.141417329,0.044782347,0.140224386,0.044836583,2
3.78E-12,610.4825629,6.812432746,-0.10020202,71.06895154,1.612953829,-5.619251707,1.204994913,-0.13897804,-0.044433775,-0.011192213,-0.005885958,-0.01191663,-0.00043041,0.017286024,0.006469396,0.140968894,0.04455881,0.140908317,0.044944592,2
-1.37E-12,500.9357869,66.19812959,-0.10020202,70.36091666,1.079029668,-5.435825885,0.715030837,-0.138491228,-0.044602228,-0.006500274,-0.004324354,0.018490412,0.001083683,0.02089458,0.005179229,0.141268897,0.044737727,0.140182976,0.044933565,2
-1.61E-12,587.6681285,126.9070697,-0.10020202,70.58307869,1.194995166,-5.522387742,0.934970824,-0.138710116,-0.044505292,-0.005886028,-0.005139776,0.01753849,0.001367564,0.019357009,0.005956475,0.141296361,0.044651219,0.140307695,0.044925806,2
-1.54E-12,526.9709293,25.74168462,-0.10020202,70.41706113,1.189798839,-5.516441285,0.91357816,-0.138681043,-0.044584137,0.008601671,-0.00185041,0.017058566,0.004481421,0.019568332,0.005333022,0.141154283,0.044908475,0.140368036,0.044722235,2
-9.11E-13,472.9159242,51.02676071,-0.10020202,70.42868349,1.483500009,-5.473633537,0.823610638,-0.138527063,-0.044622802,-0.017804164,-0.004232361,0.008408354,-0.001902322,0.020650854,0.004998493,0.140273561,0.044746541,0.141166163,0.044906301,2
1.33E-12,464.1170073,167.2648655,-0.10020202,70.26353188,1.274883959,-5.392353503,1.029862739,-0.138491222,-0.044644698,0.008593071,-0.001641561,0.017437199,0.004209182,0.020894621,0.004798581,0.141154817,0.04491661,0.140320572,0.044748732,2
4.80E-13,502.7089251,15.7950723,-0.10020202,70.60775416,1.57174562,-5.592228137,1.079402464,-0.138771392,-0.044589167,-0.003201521,-0.003945561,-0.017378996,-0.002782552,0.018903721,0.005290715,0.141384388,0.044772794,0.140327937,0.04486027,2
1.18E-12,568.21551,111.4857928,-0.10020202,70.74698741,1.518643834,-5.703975746,1.164807004,-0.138760497,-0.044504803,-0.008739173,-0.005259741,0.01573825,0.001627259,0.018985127,0.005960129,0.141145667,0.044637218,0.140525278,0.044917131,2
2.82E-13,324.8518267,187.1887021,-0.10020202,69.38794096,0.252655154,-5.790567345,1.19636038,-0.138035923,-0.044798783,0.008580504,-0.001842862,-0.009816401,0.000385231,0.023769846,0.003035887,0.141155597,0.044908786,0.141073424,0.044945003,2
-2.77E-12,496.6681996,59.36117189,-0.10020202,70.61362719,1.477455487,-5.65226189,1.106033791,-0.138712638,-0.044588445,-0.016556574,-0.004809634,-0.008480684,0.000900749,0.01933857,0.005296807,0.140429333,0.04468806,0.14116175,0.044937613,2
-3.83E-12,435.1117935,-74.75010008,-0.10020202,70.77540869,1.548774198,-5.311132352,0.540067217,-0.138594995,-0.04465409,-0.017701918,-0.004295723,0.00652393,-0.000441839,0.020180583,0.0047102,0.14028676,0.044740491,0.141267785,0.044944481,2
8.77E-13,516.6934503,-72.1415622,-0.10020202,70.7043476,1.390480982,-5.38278104,0.679649288,-0.138665952,-0.044548399,-0.018216919,-0.004776422,0.005645884,-0.001848024,0.019677111,0.005624315,0.140219495,0.044691629,0.141306357,0.044908573,2
-3.37E-13,493.8547615,-39.6430526,-0.10020202,70.4605144,1.27129023,-5.519432287,0.607519709,-0.138626361,-0.044581642,-0.018639719,-0.004665436,-0.00341357,0.00104499,0.019959625,0.005353876,0.140162806,0.044703375,0.141379328,0.044934484,2
6.21E-13,503.5221343,325.1631308,-0.10020202,70.15697564,0.97030057,-5.561104678,0.837940158,-0.13831997,-0.044597383,-0.000498038,-0.004332792,0.020386359,0.001522834,0.022021302,0.005220866,0.141420462,0.044736909,0.139914561,0.0449208,2
1.55E-13,513.220887,278.1528211,-0.10020202,70.65579462,1.314744737,-5.581685084,0.833990099,-0.138694455,-0.044567563,-0.011565657,-0.004837014,0.014704339,-0.000441436,0.019471134,0.005470073,0.140938144,0.044685099,0.140639461,0.044944485,2
3.16E-12,505.0918306,18.04691359,-0.10020202,70.52869323,1.12634797,-5.453795229,0.798120035,-0.138655706,-0.044593239,-0.012051487,-0.004663926,0.014825251,-0.000750713,0.019750625,0.005256211,0.140896618,0.044703533,0.140626513,0.044940375,2
-4.10E-12,239.8033732,-281.557797,-0.10020202,69.28327938,0.376619384,-4.920080418,1.107565147,-0.138058781,-0.044844262,-0.001487011,-5.22E-05,-0.006991367,0.001152595,0.023634056,0.0022653,0.141413382,0.044946627,0.141244976,0.044931847,2
2.19E-12,497.4886885,-110.0188616,-0.10020202,70.69036466,1.588351875,-5.319426757,0.626274945,-0.138603598,-0.044569806,-0.018485285,-0.004600597,0.005830495,0.000139087,0.020120225,0.005451732,0.140183666,0.044710108,0.14129871,0.044946442,2
2.17E-12,401.1295331,-204.9217816,-0.10020202,70.50308328,1.195630677,-5.262618031,0.681274149,-0.138546042,-0.044685682,-0.010491769,-0.003762281,0.016208546,0.001113532,0.020520575,0.004399762,0.141023832,0.0447886,0.14047074,0.044932834,2
-1.13E-12,514.602411,152.3476865,-0.10020202,71.09522876,1.43306992,-5.342708009,0.491618666,-0.138858391,-0.044566403,-0.016404483,-0.004502118,-0.005704365,0.002253403,0.018240454,0.005479536,0.140447538,0.044720152,0.141303961,0.04489002,2
-3.28E-12,499.8486799,179.313426,-0.10020202,70.55660091,0.989188034,-5.382895584,0.599638609,-0.138532582,-0.0446178,-0.013640406,-0.004389366,-0.013941276,0.001680917,0.020613059,0.005043037,0.140748777,0.044731382,0.140718704,0.044915151,2
7.03E-13,507.3452139,282.1340302,-0.10020202,71.0291857,1.514611545,-5.362122491,0.710404874,-0.138929383,-0.044592581,-0.017197813,-0.004110625,-0.001384279,0.002780532,0.017680473,0.005261807,0.140350703,0.044757912,0.141414446,0.044860395,2
-1.26E-12,468.3919706,14.59676268,-0.10020202,70.86146986,1.807630676,-5.452388722,0.956692578,-0.13874232,-0.044604608,-0.017296803,-0.004655703,-0.005432694,0.001342065,0.019120146,0.005158647,0.140338295,0.044704392,0.141314881,0.044926576,2
1.76E-12,438.102897,-11.25798755,-0.10020202,70.80584281,1.733493329,-5.414686471,0.880955729,-0.13881923,-0.044643357,-0.017168519,-0.004416034,-0.005402918,0.00127076,0.018541999,0.004811067,0.140354361,0.044728752,0.141316045,0.044928654,2
-1.50E-12,528.0840561,110.210438,-0.10020202,70.73026267,1.480233443,-5.556036319,0.998286054,-0.13880439,-0.044559847,-0.016369757,-0.004576062,-0.007529851,0.001572105,0.018654978,0.005532698,0.14045167,0.044712631,0.141216739,0.0449191,2
1.27E-12,509.7449958,119.6617781,-0.10020202,70.55744189,1.646213648,-5.675632596,1.117339623,-0.138748765,-0.044588045,-0.01152918,-0.004383854,0.014115034,7.13E-05,0.019072386,0.005300179,0.140941192,0.044731924,0.140701035,0.044946601,2
8.84E-13,505.2176632,-456.39528,-0.10020202,70.8455611,1.792833853,-5.648326557,1.192233208,-0.138917782,-0.04456318,0.012745994,0.004908928,0.010848638,0.000272823,0.017773206,0.005505735,0.140834266,0.04467724,0.140996288,0.044945828,2
2.20E-12,486.5534676,191.8964773,-0.10020202,70.13914883,1.330736379,-5.573149795,1.23316438,-0.13855999,-0.044621763,0.00055552,-0.003176563,0.01953182,0.002047013,0.020424295,0.00500778,0.141420243,0.044834039,0.140038845,0.044899925,2
-4.00E-12,554.3765846,4.937952912,-0.10020202,70.80799693,1.48517266,-5.367599277,0.758203074,-0.13874903,-0.044505735,-0.015951217,-0.005310525,-0.008724301,0.000997489,0.019070416,0.005953151,0.140500782,0.044631193,0.141146606,0.044935565,2
-1.56E-12,538.2788276,-16.41366801,-0.10020202,70.76774358,1.45264322,-5.456895225,0.828275915,-0.13869441,-0.044538247,-0.016941988,-0.004729177,-0.007538624,0.002540902,0.019471463,0.005704315,0.140382436,0.044696663,0.141216262,0.044874634,2
4.13E-13,632.1205269,126.4289214,-0.10020202,70.81537796,1.311745842,-5.507187379,1.01700034,-0.138739747,-0.044415507,-0.017792761,-0.004695288,-0.003491955,0.004282535,0.01913918,0.006593892,0.140275037,0.044700243,0.141377376,0.044741757,2
1.18E-12,511.3780775,151.9125193,-0.10020202,70.25980771,1.063677246,-5.41478417,0.964886749,-0.138713078,-0.044570571,-0.016013215,-0.00161949,-0.008598451,-0.004499695,0.01933535,0.005445456,0.140493589,0.044917413,0.141154483,0.044720396,2
1.89E-12,552.7243789,65.87609649,-0.10020202,70.18552875,1.105041045,-5.429452157,0.829203812,-0.138503069,-0.044539876,-0.01175006,0.000885877,-0.016344167,-0.004785943,0.020814368,0.005691553,0.140922584,0.044937909,0.14045471,0.044690609,2
2.94E-12,572.6895872,128.4200513,-0.10020202,70.12158098,1.085074489,-5.346857333,0.814796741,-0.138438464,-0.044508619,-0.00088683,-0.003592026,0.020524226,0.003344733,0.021248234,0.005931507,0.14141852,0.044802604,0.139894,0.044821782,2
-1.56E-12,496.1870574,-63.72555931,-0.10020202,71.31431686,1.81306493,-5.321015034,0.455073255,-0.13882151,-0.044546723,-0.017518249,-0.004939761,-0.003237724,0.001968338,0.01852458,0.005637604,0.140310275,0.044673834,0.141383547,0.04490345,2
-1.86E-12,497.4706671,84.62298286,-0.10020202,70.68610063,1.482673539,-5.286685476,0.450331293,-0.13845802,-0.044564499,-0.019290553,-0.004968932,0.005246754,-0.000821394,0.021117868,0.005495029,0.140072953,0.044670593,0.141322047,0.044939136,2
